dataset,variable,description,type,n,n_missing,pct_missing,details
inclusion_decisions_final.csv,practice_trial_2,"Practice trial 2: 1=correct, 0=incorrect, NA=missing.",numeric,91,21,0.231,"range: [0, 1]"
inclusion_decisions_final.csv,n_practice_valid,Count of non-missing practice trials (0–2).,numeric,91,0,0.0,"range: [0, 2]"
inclusion_decisions_final.csv,n_practice_correct,Count of correct practice trials (0–2).,numeric,91,0,0.0,"range: [0, 2]"
inclusion_decisions_final.csv,n_test_valid,Number of non-missing named test trials.,numeric,91,0,0.0,"range: [0, 12]"
inclusion_decisions_final.csv,n_test_correct,Number of correct test trials among valid.,numeric,91,0,0.0,"range: [0, 12]"
inclusion_decisions_final.csv,acc_test,Accuracy on named test trials: correct / valid (NA if none valid).,numeric,91,21,0.231,"range: [0, 1]"
inclusion_decisions_final.csv,test_min_required,Required minimum number of valid test trials (50% of planned).,numeric,91,0,0.0,"range: [6, 6]"
inclusion_decisions_final.csv,flag_practice_exclude,"TRUE if there were zero successful practice trials (e.g., 0+0, 0+NA, NA+NA).",character,91,0,0.0,"examples: FALSE, TRUE"
inclusion_decisions_final.csv,flag_test_min_violation,TRUE if n_test_valid < test_min_required.,character,91,0,0.0,"examples: FALSE, TRUE"
inclusion_decisions_final.csv,flag_test_acc_violation,TRUE if accuracy ≤ threshold (only if accuracy rule enabled).,character,91,0,0.0,examples: FALSE
inclusion_decisions_final.csv,flag_exclude_practice_test,Exclusion flag from practice+test rules.,character,91,0,0.0,"examples: FALSE, TRUE"
inclusion_decisions_final.csv,flag_exclude_final,Derived boolean flag used in inclusion/exclusion logic.,character,91,0,0.0,"examples: FALSE, TRUE"
inclusion_decisions_final.csv,final_decision,Derived or carried variable from upstream data preparation.,character,91,0,0.0,"examples: Excluded, Included"
inclusion_decisions_final_summary.csv,n_total,Count.,numeric,1,0,0.0,"range: [91, 91]"
inclusion_decisions_final_summary.csv,n_excluded,Count.,numeric,1,0,0.0,"range: [27, 27]"
inclusion_decisions_final_summary.csv,n_included,Count.,numeric,1,0,0.0,"range: [64, 64]"
inclusion_decisions_robot_word_learning.csv,pid,Public participant ID (integer; unique). Re-coded for release; not linkable to the identifiers used during data collection.,numeric,182,0,0.0,"range: [102, 212]"
inclusion_decisions_robot_word_learning.csv,group,Group label (ASD or NT / Autistic or Non-autistic).,character,182,0,0.0,"examples: ASD, NT"
inclusion_decisions_robot_word_learning.csv,min_planned__intro_play,Planned minimum intervals for this phase.,numeric,182,91,0.5,"range: [12, 12]"
inclusion_decisions_robot_word_learning.csv,min_required__intro_play,Required minimum (50% of planned) for this phase.,numeric,182,91,0.5,"range: [6, 6]"
inclusion_decisions_robot_word_learning.csv,attempted_all_types__intro_play,Attempted intervals across all engagement types for this phase.,numeric,182,91,0.5,"range: [5, 130]"
inclusion_decisions_robot_word_learning.csv,true_missing_all_types__intro_play,True missing count across all engagement types for this phase.,numeric,182,91,0.5,"range: [0, 23]"
inclusion_decisions_robot_word_learning.csv,missing_pct_all_types__intro_play,Missing proportion across all engagement types for this phase.,numeric,182,91,0.5,"range: [0, 1]"
inclusion_decisions_robot_word_learning.csv,min_planned__q_a,Planned minimum intervals for this phase.,numeric,182,91,0.5,"range: [9, 9]"
inclusion_decisions_robot_word_learning.csv,min_required__q_a,Required minimum (50% of planned) for this phase.,numeric,182,91,0.5,"range: [5, 5]"
inclusion_decisions_robot_word_learning.csv,attempted_all_types__q_a,Attempted intervals across all engagement types for this phase.,numeric,182,91,0.5,"range: [0, 130]"
inclusion_decisions_robot_word_learning.csv,true_missing_all_types__q_a,True missing count across all engagement types for this phase.,numeric,182,91,0.5,"range: [0, 60]"
inclusion_decisions_robot_word_learning.csv,missing_pct_all_types__q_a,Missing proportion across all engagement types for this phase.,numeric,182,100,0.549,"range: [0, 1]"
inclusion_decisions_robot_word_learning.csv,total_attempted_both,Sum of attempted_all_types across intro_play + q&a.,numeric,182,0,0.0,"range: [0, 130]"
inclusion_decisions_robot_word_learning.csv,true_missing_both,Sum of true_missing_all_types across intro_play + q&a.,numeric,182,0,0.0,"range: [0, 60]"
inclusion_decisions_robot_word_learning.csv,missing_pct_both,Combined missing proportion across intro_play + q&a.,numeric,182,9,0.049,"range: [0, 1]"
inclusion_decisions_robot_word_learning.csv,flag_min_attempt__intro_play,Derived boolean flag used in inclusion/exclusion logic.,character,182,91,0.5,"examples: FALSE, TRUE"
inclusion_decisions_robot_word_learning.csv,flag_min_attempt__q_a,Derived boolean flag used in inclusion/exclusion logic.,character,182,91,0.5,"examples: FALSE, TRUE"
inclusion_decisions_robot_word_learning.csv,flag_min_violation,PID-level: any required phase fails the min_required rule.,character,182,0,0.0,"examples: FALSE, TRUE"
inclusion_decisions_robot_word_learning.csv,flag_missing_violation,PID-level: missing_pct_both > 0.50.,character,182,9,0.049,"examples: FALSE, TRUE"
inclusion_decisions_robot_word_learning.csv,flag_exclude_participant,Derived boolean flag used in inclusion/exclusion logic.,character,182,0,0.0,"examples: FALSE, TRUE"
inclusion_decisions_robot_word_learning.csv,final_decision,Derived or carried variable from upstream data preparation.,character,182,0,0.0,"examples: Excluded, Included"
inclusion_decisions_robot_word_learning.csv,left_phase__intro_play,TRUE if the child left this phase early.,character,182,91,0.5,"examples: FALSE, TRUE"
inclusion_decisions_robot_word_learning.csv,left_phase__q_a,TRUE if the child left this phase early.,character,182,91,0.5,"examples: FALSE, TRUE"
inclusion_decisions_robot_word_learning.csv,reason_list,Derived or carried variable from upstream data preparation.,character,182,169,0.929,"examples: Combined missingness (intro_play + q&a) 100% > 50%, Combined missingness (intro_play + q&a) 86% > 50%, intro_play attempted 5 < required 6; Combined missingness (intro_play + q&a) 100% > 50%, q&a attempted 0 < required 5"
inclusion_decisions_summary.csv,n_total,Count.,numeric,1,0,0.0,"range: [182, 182]"
inclusion_decisions_summary.csv,n_excluded,Count.,numeric,1,0,0.0,"range: [13, 13]"
inclusion_decisions_summary.csv,n_included,Count.,numeric,1,0,0.0,"range: [169, 169]"
inclusion_decisions_summary.csv,n_min_viol,Derived or carried variable from upstream data preparation.,numeric,1,0,0.0,"range: [10, 10]"
inclusion_decisions_summary.csv,n_miss_viol,Derived or carried variable from upstream data preparation.,numeric,1,0,0.0,"range: [4, 4]"
master_flags_by_pid.csv,pid,Public participant ID (integer; unique). Re-coded for release; not linkable to the identifiers used during data collection.,numeric,97,0,0.0,"range: [101, 212]"
master_flags_by_pid.csv,group,Group label (ASD or NT / Autistic or Non-autistic).,character,97,6,0.062,"examples: ASD, NT"
master_flags_by_pid.csv,missing_pct_both,Combined missing proportion across intro_play + q&a.,numeric,97,6,0.062,"range: [0, 1]"
master_flags_by_pid.csv,flag_min_violation,PID-level: any required phase fails the min_required rule.,character,97,6,0.062,"examples: FALSE, TRUE"
master_flags_by_pid.csv,flag_missing_violation,PID-level: missing_pct_both > 0.50.,character,97,6,0.062,"examples: FALSE, TRUE"
master_flags_by_pid.csv,flag_exclude_engagement,Engagement-based exclusion flag per PID.,character,97,6,0.062,"examples: FALSE, TRUE"
master_flags_by_pid.csv,practice_trial_1,"Practice trial 1: 1=correct, 0=incorrect, NA=missing.",numeric,97,26,0.268,"range: [0, 1]"
master_flags_by_pid.csv,practice_trial_2,"Practice trial 2: 1=correct, 0=incorrect, NA=missing.",numeric,97,26,0.268,"range: [0, 1]"
master_flags_by_pid.csv,n_practice_valid,Count of non-missing practice trials (0–2).,numeric,97,0,0.0,"range: [0, 2]"
master_flags_by_pid.csv,n_practice_correct,Count of correct practice trials (0–2).,numeric,97,0,0.0,"range: [0, 2]"
master_flags_by_pid.csv,flag_practice_exclude,"TRUE if there were zero successful practice trials (e.g., 0+0, 0+NA, NA+NA).",character,97,0,0.0,"examples: FALSE, TRUE"
master_flags_by_pid.csv,n_test_valid,Number of non-missing named test trials.,numeric,97,0,0.0,"range: [0, 12]"
master_flags_by_pid.csv,n_test_correct,Number of correct test trials among valid.,numeric,97,0,0.0,"range: [0, 12]"
master_flags_by_pid.csv,acc_test,Accuracy on named test trials: correct / valid (NA if none valid).,numeric,97,26,0.268,"range: [0, 1]"
master_flags_by_pid.csv,test_min_required,Required minimum number of valid test trials (50% of planned).,numeric,97,0,0.0,"range: [6, 6]"
master_flags_by_pid.csv,flag_test_min_violation,TRUE if n_test_valid < test_min_required.,character,97,0,0.0,"examples: FALSE, TRUE"
master_flags_by_pid.csv,flag_test_acc_violation,TRUE if accuracy ≤ threshold (only if accuracy rule enabled).,character,97,0,0.0,examples: FALSE
master_flags_by_pid.csv,flag_exclude_practice_test,Exclusion flag from practice+test rules.,character,97,0,0.0,"examples: FALSE, TRUE"
master_flags_by_pid.csv,flag_exclude_test_only,Derived or carried variable from upstream data preparation.,character,97,0,0.0,"examples: FALSE, TRUE"
master_flags_by_pid.csv,flag_exclude_final,Derived boolean flag used in inclusion/exclusion logic.,character,97,0,0.0,"examples: FALSE, TRUE"
practice_exclusions_by_pid.csv,pid,Public participant ID (integer; unique). Re-coded for release; not linkable to the identifiers used during data collection.,numeric,97,0,0.0,"range: [101, 212]"
practice_exclusions_by_pid.csv,practice_trial_1,"Practice trial 1: 1=correct, 0=incorrect, NA=missing.",numeric,97,26,0.268,"range: [0, 1]"
practice_exclusions_by_pid.csv,practice_trial_2,"Practice trial 2: 1=correct, 0=incorrect, NA=missing.",numeric,97,26,0.268,"range: [0, 1]"
practice_exclusions_by_pid.csv,n_practice_valid,Count of non-missing practice trials (0–2).,numeric,97,0,0.0,"range: [0, 2]"
practice_exclusions_by_pid.csv,n_practice_correct,Count of correct practice trials (0–2).,numeric,97,0,0.0,"range: [0, 2]"
practice_exclusions_by_pid.csv,flag_practice_exclude,"TRUE if there were zero successful practice trials (e.g., 0+0, 0+NA, NA+NA).",character,97,0,0.0,"examples: FALSE, TRUE"
practice_test_exclusions_by_pid_and_why.csv,pid,Public participant ID (integer; unique). Re-coded for release; not linkable to the identifiers used during data collection.,numeric,97,0,0.0,"range: [101, 212]"
practice_test_exclusions_by_pid_and_why.csv,flag_practice_exclude,"TRUE if there were zero successful practice trials (e.g., 0+0, 0+NA, NA+NA).",character,97,0,0.0,"examples: FALSE, TRUE"
practice_test_exclusions_by_pid_and_why.csv,flag_test_min_violation,TRUE if n_test_valid < test_min_required.,character,97,0,0.0,"examples: FALSE, TRUE"
practice_test_exclusions_by_pid_and_why.csv,flag_test_acc_violation,TRUE if accuracy ≤ threshold (only if accuracy rule enabled).,character,97,0,0.0,examples: FALSE
practice_test_exclusions_by_pid_and_why.csv,flag_exclude_practice_test,Exclusion flag from practice+test rules.,character,97,0,0.0,"examples: FALSE, TRUE"
practice_test_exclusions_by_pid_and_why.csv,n_practice_valid,Count of non-missing practice trials (0–2).,numeric,97,0,0.0,"range: [0, 2]"
practice_test_exclusions_by_pid_and_why.csv,n_practice_correct,Count of correct practice trials (0–2).,numeric,97,0,0.0,"range: [0, 2]"
practice_test_exclusions_by_pid_and_why.csv,n_test_valid,Number of non-missing named test trials.,numeric,97,0,0.0,"range: [0, 12]"
practice_test_exclusions_by_pid_and_why.csv,n_test_correct,Number of correct test trials among valid.,numeric,97,0,0.0,"range: [0, 12]"
practice_test_exclusions_by_pid_and_why.csv,acc_test,Accuracy on named test trials: correct / valid (NA if none valid).,numeric,97,26,0.268,"range: [0, 1]"
practice_test_exclusions_by_pid_and_why.csv,test_min_required,Required minimum number of valid test trials (50% of planned).,numeric,97,0,0.0,"range: [6, 6]"
practice_test_exclusions_by_pid_and_why.csv,n_reasons,Count.,numeric,97,0,0.0,"range: [0, 2]"
practice_test_exclusions_by_pid_and_why.csv,reason_list,Derived or carried variable from upstream data preparation.,character,97,67,0.691,"examples: No successful practice trial (e.g., 0+0, 0+NA, or NA+NA), Test trials attempted 0 < required 6; No successful practice trial (e.g., 0+0, 0+NA, or NA+NA), Test trials attempted 1 < required 6, Test trials attempted 3 < required 6"
practice_test_exclusions_detailed.csv,pid,Public participant ID (integer; unique). Re-coded for release; not linkable to the identifiers used during data collection.,numeric,56,0,0.0,"range: [101, 212]"
practice_test_exclusions_detailed.csv,reason_type,Derived or carried variable from upstream data preparation.,character,56,0,0.0,"examples: practice_no_success, test_min_violation"
practice_test_exclusions_detailed.csv,reason,Derived or carried variable from upstream data preparation.,character,56,0,0.0,"examples: No successful practice trial (e.g., 0+0, 0+NA, or NA+NA), Test trials attempted 0 < required 6, Test trials attempted 1 < required 6, Test trials attempted 3 < required 6"
practice_test_exclusions_detailed.csv,practice_trial_1,"Practice trial 1: 1=correct, 0=incorrect, NA=missing.",numeric,56,54,0.964,"range: [0, 0]"
practice_test_exclusions_detailed.csv,practice_trial_2,"Practice trial 2: 1=correct, 0=incorrect, NA=missing.",numeric,56,54,0.964,"range: [0, 0]"
practice_test_exclusions_detailed.csv,n_practice_valid,Count of non-missing practice trials (0–2).,numeric,56,28,0.5,"range: [0, 2]"
practice_test_exclusions_detailed.csv,n_practice_correct,Count of correct practice trials (0–2).,numeric,56,28,0.5,"range: [0, 0]"
practice_test_exclusions_detailed.csv,n_test_valid,Number of non-missing named test trials.,numeric,56,28,0.5,"range: [0, 3]"
practice_test_exclusions_detailed.csv,n_test_correct,Number of correct test trials among valid.,numeric,56,28,0.5,"range: [0, 1]"
practice_test_exclusions_detailed.csv,acc_test,Accuracy on named test trials: correct / valid (NA if none valid).,numeric,56,54,0.964,"range: [0, 0.333]"
story_engagement_correlations_6plus.csv,group,Group label (ASD or NT / Autistic or Non-autistic).,character,2,0,0.0,"examples: ASD, NT"
story_engagement_correlations_6plus.csv,n,Derived or carried variable from upstream data preparation.,numeric,2,0,0.0,"range: [0, 28]"
story_engagement_correlations_6plus.csv,rho,Derived or carried variable from upstream data preparation.,numeric,2,1,0.5,"range: [0.111, 0.111]"
story_engagement_correlations_6plus.csv,p,Derived or carried variable from upstream data preparation.,numeric,2,1,0.5,"range: [0.575, 0.575]"
story_engagement_lm_ASD_6plus.csv,term,Derived or carried variable from upstream data preparation.,character,2,0,0.0,"examples: (Intercept), story_engage"
story_engagement_lm_ASD_6plus.csv,estimate,Derived or carried variable from upstream data preparation.,numeric,2,0,0.0,"range: [0.192, 0.484]"
story_engagement_lm_ASD_6plus.csv,std.error,Derived or carried variable from upstream data preparation.,numeric,2,0,0.0,"range: [0.086, 0.161]"
story_engagement_lm_ASD_6plus.csv,statistic,Derived or carried variable from upstream data preparation.,numeric,2,0,0.0,"range: [1.187, 5.647]"
story_engagement_lm_ASD_6plus.csv,p.value,Derived or carried variable from upstream data preparation.,numeric,2,0,0.0,"range: [0.0, 0.246]"
test_exclusions_by_pid.csv,pid,Public participant ID (integer; unique). Re-coded for release; not linkable to the identifiers used during data collection.,numeric,97,0,0.0,"range: [101, 212]"
test_exclusions_by_pid.csv,n_test_valid,Number of non-missing named test trials.,numeric,97,0,0.0,"range: [0, 12]"
test_exclusions_by_pid.csv,n_test_correct,Number of correct test trials among valid.,numeric,97,0,0.0,"range: [0, 12]"
test_exclusions_by_pid.csv,acc_test,Accuracy on named test trials: correct / valid (NA if none valid).,numeric,97,26,0.268,"range: [0, 1]"
test_exclusions_by_pid.csv,test_min_required,Required minimum number of valid test trials (50% of planned).,numeric,97,0,0.0,"range: [6, 6]"
test_exclusions_by_pid.csv,flag_test_min_violation,TRUE if n_test_valid < test_min_required.,character,97,0,0.0,"examples: FALSE, TRUE"
test_exclusions_by_pid.csv,flag_test_acc_violation,TRUE if accuracy ≤ threshold (only if accuracy rule enabled).,character,97,0,0.0,examples: FALSE
test_trials_long.csv,pid,Public participant ID (integer; unique). Re-coded for release; not linkable to the identifiers used during data collection.,numeric,1164,0,0.0,"range: [101, 212]"
test_trials_long.csv,test_item,Derived or carried variable from upstream data preparation.,character,1164,0,0.0,"examples: lif_1, lif_2, lif_3, neem_1"
test_trials_long.csv,correct,Derived or carried variable from upstream data preparation.,numeric,1164,361,0.31,"range: [0, 1]"
